id,tipo_de_servicio,sede,objeto_de_la_atencion,full_address,calle,numero_exterior,numero_interior,colonia,codigo_postal,alcaldia,referencias_de_ubicacion,horario_de_atencion_horas,dias_de_atencion,correo_electronico,telefono_1,extension_1,telefono_2,extension_2,latitude,longitude,numero_consecutivo,coordenadas
,,pgjdf,,,,,,,,,,,,,,,,,19.3534153,-99.0132588,,
,,Caseta De Policia,,,,,,,,,,,,,,,,,19.3811149,-99.0366649,,
,,Asuntos Internos de la Guardia Nacional,,,,,,,,,,,,,,,,,19.309952,-99.174023,,
,,U.P.C. Xotepingo,,,,,,,,,,,,,,,,,19.3084323,-99.1647548,,
,,MODULO DE SEGURIDAD M8,,,,,,,,,,,,,,,,,19.2943507,-99.1649641,,
,,Destacamento de la POLICIA auxiliar,,,,,,,,,,,,,,,,,19.2898873,-99.1663083,,
,,SecretarÌa De Seguridad P˙blica PolicÌa De Proximidad Fuente,,,,,,,,,,,,,,,,,19.2803823,-99.1948401,,
,,Caseta de PolicÌa Bancaria,,,,,,,,,,,,,,,,,19.2965746,-99.1575947,,
,,Policia auxiliar cdmx sector 59,,,,,,,,,,,,,,,,,19.2885891,-99.1673671,,
,,Insurgentes Sur Police Station,,,,,,,,,,,,,,,,,19.3049529,-99.1858859,,
,,Fiscalia Desconcentrada de investigaciÛn en Tlalpan CoordinaciÛn Territorial TLP-2 TLP-3,,,,,,,,,,,,,,,,,19.2835908,-99.1656263,,
,,SAFETY MODULE AND CIVIC PARTICIPATION,,,,,,,,,,,,,,,,,19.3788516,-99.2583748,,
,,UNIDAD DE PROTECCION CIUDADANA SANTA FE,,,,,,,,,,,,,,,,,19.3689021,-99.2226887,,
,,PolicÌa Federal,,,,,,,,,,,,,,,,,19.3830023,-99.2563132,,
,,Sector Santa FE,,,,,,,,,,,,,,,,,19.3716482,-99.2409519,,
,,Fuerzas Federales C.R.O.P.,,,,,,,,,,,,,,,,,19.3854701,-99.2479836,,
,,Unidad Habitacional Centenario (Unidad de policÌas y bomberos),,,,,,,,,,,,,,,,,19.3607378,-99.2278276,,
,,Policia Auxiliar del Distrito Federal 64,,,,,,,,,,,,,,,,,19.450429,-99.1701989,,
,,3ra Unidad de ProtecciÛn Ciudadana,,,,,,,,,,,,,,,,,19.438339,-99.153336,,
,,General Police Headquarters Research,,,,,,,,,,,,,,,,,19.4236167,-99.1491622,,
,,Ministry of Public Security CDMX,,,,,,,,,,,,,,,,,19.4243568,-99.1635301,,
,,Caja de PrevisiÛn de la PolicÌa Auxiliar,,,,,,,,,,,,,,,,,19.4446601,-99.1449667,,
,,Destacamento de la PolicÌa,,,,,,,,,,,,,,,,,19.426484,-99.1608381,,
,,Sector de policÌa,,,,,,,,,,,,,,,,,19.437177,-99.1540551,,
,,Confidence Federal Police Control,,,,,,,,,,,,,,,,,19.4259733,-99.1684287,,
,,PolicÌa Preventiva Base Hurac·n,,,,,,,,,,,,,,,,,19.4425199,-99.1575848,,
,,PolicÌa TurÌstica,,,,,,,,,,,,,,,,,19.4259077,-99.1666972,,
,,CorporaciÛn Auxiliar de PolicÌa de ProtecciÛn Ciudadana.,,,,,,,,,,,,,,,,,19.4128565,-99.1744505,,
,,Camara de Fotomulta,,,,,,,,,,,,,,,,,19.4159684,-99.1766808,,
,,Estacionamiento de la Jefatura General de la PolicÌa de InvestigaciÛn,,,,,,,,,,,,,,,,,19.4235955,-99.1490843,,
,,59 Agrupamiento,,,,,,,,,,,,,,,,,19.4437574,-99.1426655,,
,,"EstaciÛn De PolicÌa ""Gutemberg""",,,,,,,,,,,,,,,,,19.4334704,-99.1717461,,
,,MÛdulo de PolicÌa Buenavista,,,,,,,,,,,,,,,,,19.4503083,-99.1485231,,
,,CAJA DE PREVENCI”N DE LA POLICÕA PREVENTIVA DEL DISTRITO FEDERAL,,,,,,,,,,,,,,,,,19.4259088,-99.1381243,,
,,EstaciÛn De PolicÌa RÌo TÌber,,,,,,,,,,,,,,,,,19.4328098,-99.1705563,,
,,RegiÛn de Policia 10,,,,,,,,,,,,,,,,,19.4243164,-99.1635833,,
,,Agrupamiento PolicÌa Auxiliar,,,,,,,,,,,,,,,,,19.4435176,-99.1431567,,
,,DirecciÛn de Operacion Vial Zona 1 Norte,,,,,,,,,,,,,,,,,19.4109549,-99.1014786,,
,,PolicÌa Delegacional,,,,,,,,,,,,,,,,,19.3799041,-99.1132809,,
,,PolicÌa del Distrito Federal,,,,,,,,,,,,,,,,,19.3792598,-99.1259865,,
,,Estacion de Policia,,,,,,,,,,,,,,,,,19.3857339,-99.1216095,,
,,SecretarÌa de Seguridad P˙blica del Distrito Federal Modulo de Policia,,,,,,,,,,,,,,,,,19.3836311,-99.1056563,,
,,Subcomandancia de la PolicÌa Judicial del Estado,,,,,,,,,,,,,,,,,19.3998111,-99.1199159,,
,,EstaciÛn De PolicÌa Circuito Interior,,,,,,,,,,,,,,,,,19.3785193,-99.101459,,
,,PolicÌa Preventiva Izp 3 Sectoer Abasto,,,,,,,,,,,,,,,,,19.3752413,-99.0880831,,
,,PROCURADURIA GENERAL DE JUSTICIA DEL DISTRITO FEDERAL,,,,,,,,,,,,,,,,,19.3959873,-99.0951603,,
,,Modulo de Vigilancia,,,,,,,,,,,,,,,,,19.385883,-99.0862473,,
,,ESTACI”N DE POLICÕA A—IL,,,,,,,,,,,,,,,,,19.4025687,-99.098088,,
,,MÛdulo de Seguridad,,,,,,,,,,,,,,,,,19.3981722,-99.1139245,,
,,EstaciÛn de PolicÌa Avenida del Taller,,,,,,,,,,,,,,,,,19.4135656,-99.1133353,,
,,Modulo de Policia IZTACALCO,,,,,,,,,,,,,,,,,19.3962389,-99.0964721,,
,,Estacion Policia Mixquic,,,,,,,,,,,,,,,,,19.226287,-98.952649,,
,,SSP MÛdulo de PolicÌa,,,,,,,,,,,,,,,,,19.443975,-99.1851394,,
,,EstaciÛn de Policia,,,,,,,,,,,,,,,,,19.4320758,-99.2084406,,
,,Federal Police,,,,,,,,,,,,,,,,,19.4485051,-99.2096978,,
,,Modulo de Seguridad P˙blica,,,,,,,,,,,,,,,,,19.4548306,-99.184708,,
,,EstaciÛn De PolicÌa Gral. Mariano Escobedo,,,,,,,,,,,,,,,,,19.437452,-99.1840065,,
,,Modulo de PolicÌa SSP,,,,,,,,,,,,,,,,,19.4449847,-99.1939883,,
,,SECRETA DE SEGURIDAD PUBLICA DEL D.F,,,,,,,,,,,,,,,,,19.4589443,-99.185168,,
,,Federal Ministerial Police,,,,,,,,,,,,,,,,,19.4536216,-99.2136073,,
,,Policia Auxiliar CDMX Sector 53,,,,,,,,,,,,,,,,,19.4344264,-99.2080128,,
,,Modulo de Policia.,,,,,,,,,,,,,,,,,19.4342839,-99.208087,,
,,SSC Secretariat for Public Safety,,,,,,,,,,,,,,,,,19.4613851,-99.214266,,
,,Policia Auxiliar del Df,,,,,,,,,,,,,,,,,19.4553445,-99.1862495,,
,,Puesto Policial,,,,,,,,,,,,,,,,,19.4373395,-99.1841554,,
,,PolicÌa Federal Sede Mazaryk,,,,,,,,,,,,,,,,,19.4307329,-99.181361,,
,,OficialÌa Partes PolicÌa Ministerial,,,,,,,,,,,,,,,,,19.4527873,-99.2151992,,
,,Public Security Module,,,,,,,,,,,,,,,,,19.4585771,-99.1978683,,
,,Base Poniente PolicÌa Bancaria Industrial,,,,,,,,,,,,,,,,,19.4271675,-99.2103681,,
,,Sector De Policia Base Tezonco,,,,,,,,,,,,,,,,,19.3073106,-99.0756138,,
,,U.P.C. Tezonco SSPDF,,,,,,,,,,,,,,,,,19.3071695,-99.0756616,,
,,Estacion de Policia Jardines de San Lorenzo,,,,,,,,,,,,,,,,,19.298404,-99.0707274,,
,,MODULO DE SEGURIDAD,,,,,,,,,,,,,,,,,19.3064536,-99.0435561,,
,,MODULO DE SEGURIDAD Y PARTICIPACION CIUDADANA,,,,,,,,,,,,,,,,,19.5455048,-99.1267393,,
,,"UNIDAD DE PROTECCION CIUDADANA "" CUAUTEPEC""",,,,,,,,,,,,,,,,,19.5489493,-99.14084,,
,,"EstaciÛn De PolicÌa ""Cien Metros""",,,,,,,,,,,,,,,,,19.5262636,-99.1584928,,
,,SecretarÌa de Seguridad P˙blica del Distrito Federal,,,,,,,,,,,,,,,,,19.5485595,-99.1327336,,
,,U.P.M. DEL TRANSPORTE,,,,,,,,,,,,,,,,,19.3182972,-99.0856923,,
,,"Canine Unit, Federal Police",,,,,,,,,,,,,,,,,19.3094659,-99.1192911,,
,,Secretaria de seguridad publica,,,,,,,,,,,,,,,,,19.3441841,-99.1673097,,
,,UNIDAD DE PROTECCION CIUDADANA ALPES Y SAN ANGEL,,,,,,,,,,,,,,,,,19.3396861,-99.2019501,,
,,Direccion Ejecutiva Regional Coyoacan - U.P.C. Coyoacan,,,,,,,,,,,,,,,,,19.3440727,-99.167465,,
,,U.P.C. Universidad,,,,,,,,,,,,,,,,,19.343748,-99.1671934,,
,,POLICE MODULE,,,,,,,,,,,,,,,,,19.3329623,-99.1985587,,
,,MÛdulo de Seguridad y ParticipaciÛn Ciudadana,,,,,,,,,,,,,,,,,19.3419454,-99.1920979,,
,,BASE 5 VIGILANCIA UNAM,,,,,,,,,,,,,,,,,19.3237288,-99.1880232,,
,,Security Modules AND CITIZEN PARTICIPATION,,,,,,,,,,,,,,,,,19.3324571,-99.1739998,,
,,M”DULO DE PREVENCI”N DEL DELITO,,,,,,,,,,,,,,,,,19.3413085,-99.1867623,,
,,Modulo de Policia,,,,,,,,,,,,,,,,,19.324161,-99.24145,,
,,UPC SAN JER”NIMO,,,,,,,,,,,,,,,,,19.3099256,-99.2586567,,
,,M”DULO DE SEGURIDAD Y PARTICIPACI”N CIUDADANA,,,,,,,,,,,,,,,,,19.4155652,-99.0683628,,
,,EstaciÛn De PolicÌa Pantitlan,,,,,,,,,,,,,,,,,19.4125843,-99.0572529,,
,,Agencia Del Ministerio P˙blico Especializada En AtenciÛn a Usuarios del STC Metro,,,,,,,,,,,,,,,,,19.4160215,-99.0745519,,
,,PROCURADURIA GENERAL DE JUSTICIA DEL DISTRITO FEDERAL,,,,,,,,,,,,,,,,,19.3959873,-99.0951603,,
,,Ministerio Publico,,,,,,,,,,,,,,,,,19.4244984,-99.0671166,,
,,Modulo de Vigilancia,,,,,,,,,,,,,,,,,19.385883,-99.0862473,,
,,Angar de la Policia Federal,,,,,,,,,,,,,,,,,19.4221626,-99.083217,,
,,SSPCDMX DirecciÛn General Zona Oriente,,,,,,,,,,,,,,,,,19.3877833,-99.0598582,,
,,DirecciÛn General De La PolicÌa Preventiva Zona Sur,,,,,,,,,,,,,,,,,19.3348602,-99.1138498,,
,,Policia Auxiliar,,,,,,,,,,,,,,,,,19.3289092,-99.1371653,,
,,El 57 Agrupamiento de la PolicÌa,,,,,,,,,,,,,,,,,19.3288318,-99.1331631,,
,,SECTOR 66 BASE TIBURON PACDMX,,,,,,,,,,,,,,,,,19.3306248,-99.1370663,,
,,Modulo de policia,,,,,,,,,,,,,,,,,19.3366929,-99.1371592,,
,,ArtÌculos para policÌa El Sector,,,,,,,,,,,,,,,,,19.33429,-99.115457,,
,,"Secretaria De Seguridad Publica Del Df Sector Upc"" Churubusco""",,,,,,,,,,,,,,,,,19.3631535,-99.1154787,,
,,SecretarÌa de Seguridad P˙blica del Distrito Federal,,,,,,,,,,,,,,,,,19.3412883,-99.1396343,,
,,MÛdulo de Policia Municipal de NezahualcÛyotl,,,,,,,,,,,,,,,,,19.486883,-99.0640166,,
,,PolicÌa Ministerial Sector Zapata,,,,,,,,,,,,,,,,,19.500323,-99.0567082,,
,,Ssp del Df,,,,,,,,,,,,,,,,,19.469518,-99.0753997,,
,,Estacion de Policia Centenario,,,,,,,,,,,,,,,,,19.509179,-99.090706,,
,,Modulo de ParticipaciÛn Ciudadana,,,,,,,,,,,,,,,,,19.4901846,-99.0739878,,
,,Modulo Policia,,,,,,,,,,,,,,,,,19.4722031,-99.0542834,,
,,Police station,,,,,,,,,,,,,,,,,19.4788957,-99.0583368,,
,,PolicÌa Municipal Ecatepec,,,,,,,,,,,,,,,,,19.505987,-99.0757719,,
,,M”DULO DE POLICIA SSC-CDMX,,,,,,,,,,,,,,,,,19.4951183,-99.0656043,,
,,SecretarÌa de Seguriada P˙blica del Distrito Federal,,,,,,,,,,,,,,,,,19.4956373,-99.0956997,,
,,"Modulo de Policia "" Valle Alto""",,,,,,,,,,,,,,,,,19.4920544,-99.0665943,,
,,Modulo de Policia,,,,,,,,,,,,,,,,,19.4931101,-99.0918671,,
,,Modulo de policias,,,,,,,,,,,,,,,,,19.4916664,-99.0807826,,
,,Modulo 9,,,,,,,,,,,,,,,,,19.4915307,-99.0801994,,
,,MODULO DE VIGILANCIA,,,,,,,,,,,,,,,,,19.5022016,-99.0897277,,
,,Police station,,,,,,,,,,,,,,,,,19.4364535,-99.1314749,,
,,3ra Unidad de ProtecciÛn Ciudadana,,,,,,,,,,,,,,,,,19.438339,-99.153336,,
,,Unidad de Policia Embajada,,,,,,,,,,,,,,,,,19.4317667,-99.1337756,,
,,General Police Headquarters Research,,,,,,,,,,,,,,,,,19.4236167,-99.1491622,,
,,Caja de PrevisiÛn de la PolicÌa Auxiliar,,,,,,,,,,,,,,,,,19.4446601,-99.1449667,,
,,CAJA DE PREVENCI”N DE LA POLICÕA PREVENTIVA DEL DISTRITO FEDERAL,,,,,,,,,,,,,,,,,19.4259088,-99.1381243,,
,,Sector de policÌa,,,,,,,,,,,,,,,,,19.437177,-99.1540551,,
,,PolicÌa Preventiva Base Hurac·n,,,,,,,,,,,,,,,,,19.4425199,-99.1575848,,
,,Policia Auxiliar del Distrito Federal,,,,,,,,,,,,,,,,,19.4517293,-99.1476091,,
,,DIRECCI”N DE SEGURIDAD ESCOLAR,,,,,,,,,,,,,,,,,19.4369749,-99.1312176,,
,,POLICÕA AUXILIAR D.F.,,,,,,,,,,,,,,,,,19.4536505,-99.1521017,,
,,Destacamento de la PolicÌa,,,,,,,,,,,,,,,,,19.426484,-99.1608381,,
,,Estacionamiento de la Jefatura General de la PolicÌa de InvestigaciÛn,,,,,,,,,,,,,,,,,19.4235955,-99.1490843,,
,,59 Agrupamiento,,,,,,,,,,,,,,,,,19.4437574,-99.1426655,,
,,MÛdulo de PolicÌa Buenavista,,,,,,,,,,,,,,,,,19.4503083,-99.1485231,,
,,Caja de PrevisiÛn de La Policia Preventiva del Df,,,,,,,,,,,,,,,,,19.4472507,-99.1219431,,
,,Agrupamiento PolicÌa Auxiliar,,,,,,,,,,,,,,,,,19.4435176,-99.1431567,,
,,POLICE MODULE,,,,,,,,,,,,,,,,,19.4226749,-99.1345027,,
,,Sector 69.,,,,,,,,,,,,,,,,,19.4435387,-99.1432354,,
,,PolicÌa auxiliar,,,,,,,,,,,,,,,,,19.4455849,-99.1488391,,
,,SSP,,,,,,,,,,,,,,,,,19.4961486,-99.1738442,,
,,"Estacion De Policia "" Industrial Vallejo""",,,,,,,,,,,,,,,,,19.4909852,-99.1684843,,
,,PolicÌa Bancaria E Industrial del D.F. - Corporativo,,,,,,,,,,,,,,,,,19.4870014,-99.1453126,,
,,"Sector de policia sspdf ""Estrella-quetzal """,,,,,,,,,,,,,,,,,19.3381624,-99.0747551,,
,,EstaciÛn De Policia Constitucion De 1917,,,,,,,,,,,,,,,,,19.3442131,-99.0609923,,
,,SecretarÌa de Seguridad P˙blica,,,,,,,,,,,,,,,,,19.3382574,-99.0747897,,
,,U.P.M. DEL TRANSPORTE,,,,,,,,,,,,,,,,,19.3182972,-99.0856923,,
,,MODULOS DE SEGURIDAD Y PARTICIPACION CIUDADANA,,,,,,,,,,,,,,,,,19.3388752,-99.0828907,,
,,UNIDAD DE PROTECCION CIUDADANA ESTRELLA,,,,,,,,,,,,,,,,,19.3382858,-99.0747161,,
,,Police Cabana Santo Tomas,,,,,,,,,,,,,,,,,19.219831,-99.2104208,,
,,SecretarÌa de Seguridad P˙blica del Distrito Federal Modulo Santa Barbara,,,,,,,,,,,,,,,,,19.4964601,-99.1769163,,
,,SSP,,,,,,,,,,,,,,,,,19.4961486,-99.1738442,,
,,Sector Claveria,,,,,,,,,,,,,,,,,19.4828985,-99.1891459,,
,,PolicÌa transito zona vial 5,,,,,,,,,,,,,,,,,19.4720378,-99.1974118,,
,,EstaciÛn De PolicÌa Parque Bicentenario,,,,,,,,,,,,,,,,,19.4722799,-99.1981215,,
,,"Estacion De Policia "" Industrial Vallejo""",,,,,,,,,,,,,,,,,19.4909852,-99.1684843,,
,,Policia Auxiliar del Df,,,,,,,,,,,,,,,,,19.4961938,-99.173834,,
,,Sector de policÌa portales,,,,,,,,,,,,,,,,,19.3946088,-99.1880866,,
,,DirecciÛn general de la policÌa de proximidad Zona Poniente,,,,,,,,,,,,,,,,,19.4218176,-99.2078789,,
,,PolicÌa Auxiliar del Df,,,,,,,,,,,,,,,,,19.3931473,-99.2044556,,
,,Cuerpo de PolicÌa militar,,,,,,,,,,,,,,,,,19.4199999,-99.1932827,,
,,CNS,,,,,,,,,,,,,,,,,19.3967956,-99.220002,,
,,Modulo de policia,,,,,,,,,,,,,,,,,19.4025985,-99.1848446,,
,,Modulo de Seguridad publica,,,,,,,,,,,,,,,,,19.4212734,-99.2181096,,
,,Secretaria de Seguridad P˙blica del Gobierno del Distrito Federal Sector 35 Tacubaya,,,,,,,,,,,,,,,,,19.4014057,-99.1841531,,
,,National Guard,,,,,,,,,,,,,,,,,19.394662,-99.2203759,,
,,National Guard Scientific police,,,,,,,,,,,,,,,,,19.3965114,-99.2190041,,
,,ComisarÌa General de Seguridad P˙blica,,,,,,,,,,,,,,,,,19.4055916,-99.2795545,,
,,SAFETY MODULE AND CIVIC PARTICIPATION,,,,,,,,,,,,,,,,,19.3788516,-99.2583748,,
,,PolicÌa Federal,,,,,,,,,,,,,,,,,19.3830023,-99.2563132,,
,,Caseta de PolicÌa,,,,,,,,,,,,,,,,,19.3725281,-99.266432,,
,,Policia Estatal,,,,,,,,,,,,,,,,,19.4056913,-99.2793344,,
,,U.P.C. Teotongo,,,,,,,,,,,,,,,,,19.3540059,-99.0142088,,
,,pgjdf,,,,,,,,,,,,,,,,,19.3534153,-99.0132588,,
,,POLICIA MUNICIPAL LOS REYES LA PAZ,,,,,,,,,,,,,,,,,19.3417579,-98.9770157,,
,,Policia Municipal Sector 6,,,,,,,,,,,,,,,,,19.349103,-98.9764019,,
,,PolicÌa Auxiliar del Df,,,,,,,,,,,,,,,,,19.3420301,-98.9977135,,
,,Policia Montada,,,,,,,,,,,,,,,,,19.3376338,-98.98145,,
,,MÛdulo de PolicÌa Montada,,,,,,,,,,,,,,,,,19.3315161,-99.0040619,,
,,TECALLI,,,,,,,,,,,,,,,,,19.345142,-98.975871,,
,,"EstaciÛn de Policia ""Acueducto de Guadalupe""",,,,,,,,,,,,,,,,,19.5012118,-99.1178309,,
,,POLICIA AUXILIAR,,,,,,,,,,,,,,,,,19.5010861,-99.1176401,,
,,Modulo De Policia SSPCDMX Ticom·n,,,,,,,,,,,,,,,,,19.5160882,-99.1330565,,
,,Policia BancarÌa Industrial,,,,,,,,,,,,,,,,,19.5052593,-99.121576,,
,,SAFETY MODULE AND CIVIC PARTICIPATION,,,,,,,,,,,,,,,,,19.494344,-99.1278599,,
,,POLICE STATION,,,,,,,,,,,,,,,,,19.4250073,-99.1150947,,
,,DirecciÛn de Operacion Vial Zona 1 Norte,,,,,,,,,,,,,,,,,19.4109549,-99.1014786,,
,,Modulo De La SSP policia Oceania,,,,,,,,,,,,,,,,,19.4345519,-99.1078732,,
,,Caja de PrevisiÛn de La Policia Preventiva del Df,,,,,,,,,,,,,,,,,19.4472507,-99.1219431,,
,,PolicÌa bancaria,,,,,,,,,,,,,,,,,19.4432745,-99.0996013,,
,,EstaciÛn de PolicÌa OceanÌa,,,,,,,,,,,,,,,,,19.43453,-99.1079218,,
,,Direccion General De La Policia Metropolitana,,,,,,,,,,,,,,,,,19.4270205,-99.1157048,,
,,Estcion de Policia Merced,,,,,,,,,,,,,,,,,19.4280286,-99.1198125,,
,,Accesorios Policiales,,,,,,,,,,,,,,,,,19.4348217,-99.1177862,,
,,CAMPO DE TIRO Y DEP”SITO DE LA POLICIA PREVENTIVA,,,,,,,,,,,,,,,,,19.4238029,-99.1169759,,
,,"Estacion De Policia ""GENERAL ANAYA""",,,,,,,,,,,,,,,,,19.4276624,-99.1193081,,
,,EstaciÛn de PolicÌa Fray Servando Cdmx,,,,,,,,,,,,,,,,,19.4196983,-99.1118742,,
,,EstaciÛn de PolicÌa Avenida del Taller,,,,,,,,,,,,,,,,,19.4135656,-99.1133353,,
,,DIRECCI”N EJECUTIVA DE PUESTO DE MANDO,,,,,,,,,,,,,,,,,19.4268926,-99.1140838,,
,,Police module,,,,,,,,,,,,,,,,,19.3645064,-99.1737241,,
,,Secretaria de seguridad publica,,,,,,,,,,,,,,,,,19.3441841,-99.1673097,,
,,SAFETY MODULE AND CIVIC PARTICIPATION,,,,,,,,,,,,,,,,,19.332825,-99.1597708,,
,,Direccion Ejecutiva Regional Coyoacan - U.P.C. Coyoacan,,,,,,,,,,,,,,,,,19.3440727,-99.167465,,
,,SAFETY MODULE AND CIVIC PARTICIPATION,,,,,,,,,,,,,,,,,19.364551,-99.1738045,,
,,U.P.C. Universidad,,,,,,,,,,,,,,,,,19.343748,-99.1671934,,
,,Police module,,,,,,,,,,,,,,,,,19.3288343,-99.1553988,,
,,Base de Policia Coyoac·n,,,,,,,,,,,,,,,,,19.3494425,-99.1616578,,
,,Federal Protection Service,,,,,,,,,,,,,,,,,19.3428524,-99.1549368,,
,,modulo de policia,,,,,,,,,,,,,,,,,19.35821,-99.153622,,
,,PGJ Procuraduria General de Justicia,,,,,,,,,,,,,,,,,19.3656447,-99.1726331,,
,,Policia Cdmx,,,,,,,,,,,,,,,,,19.3650878,-99.1801643,,
,,Modulo de Seguridad y ParticipaciÛn Ciudadana,,,,,,,,,,,,,,,,,19.3645568,-99.1632328,,
,,PARTICIPACION CIUDADANA MODULO DE POLICIA,,,,,,,,,,,,,,,,,19.3288364,-99.1554328,,
,,Asuntos Internos de la Guardia Nacional,,,,,,,,,,,,,,,,,19.309952,-99.174023,,
,,EstaciÛn de policÌa Tlalpan,,,,,,,,,,,,,,,,,19.3200585,-99.1385242,,
,,U.P.C. Xotepingo,,,,,,,,,,,,,,,,,19.3084323,-99.1647548,,
,,MODULO DE SEGURIDAD M8,,,,,,,,,,,,,,,,,19.2943507,-99.1649641,,
,,Base Plata Coyoacan,,,,,,,,,,,,,,,,,19.3014928,-99.1451091,,
,,Destacamento de la POLICIA auxiliar,,,,,,,,,,,,,,,,,19.2898873,-99.1663083,,
,,Policia Preventiva del D.f.,,,,,,,,,,,,,,,,,19.3098992,-99.1435398,,
,,TERRITORIAL COORDINATION SECTOR COYOACAN 5,,,,,,,,,,,,,,,,,19.3026743,-99.1454683,,
,,Caseta de PolicÌa Bancaria,,,,,,,,,,,,,,,,,19.2965746,-99.1575947,,
,,Policia auxiliar cdmx sector 59,,,,,,,,,,,,,,,,,19.2885891,-99.1673671,,
,,MODULOS DE SEGURIDAD Y PARTICIPACI”N CIUDADANA,,,,,,,,,,,,,,,,,19.2965415,-99.1388879,,
,,Fiscalia Desconcentrada de investigaciÛn en Tlalpan CoordinaciÛn Territorial TLP-2 TLP-3,,,,,,,,,,,,,,,,,19.2835908,-99.1656263,,
,,Policia Montada,,,,,,,,,,,,,,,,,19.2701815,-99.2386097,,
,,Modulo de Seguridad Publica y ParticipaciÛn Ciudadana,,,,,,,,,,,,,,,,,19.2846736,-99.2327125,,
,,SAFETY MODULE AND CIVIC PARTICIPATION,,,,,,,,,,,,,,,,,19.275671,-99.2222742,,
,,MODULOS DE SEGURIDAD Y PARTICIPACI”N CIUDADANA,,,,,,,,,,,,,,,,,19.2837884,-99.2173666,,
,,PolicÌa Preventiva Izp 3 Sectoer Abasto,,,,,,,,,,,,,,,,,19.3752413,-99.0880831,,
,,"EstaciÛn De PolicÌa ""Escuadron 201""",,,,,,,,,,,,,,,,,19.3701151,-99.1079267,,
,,SSPCDMX U.P.C. Granjas,,,,,,,,,,,,,,,,,19.3569006,-99.1064184,,
,,SecretarÌa de Seguridad P˙blica del Distrito Federal Modulo de Policia,,,,,,,,,,,,,,,,,19.3836311,-99.1056563,,
,,EstaciÛn De PolicÌa Circuito Interior,,,,,,,,,,,,,,,,,19.3785193,-99.101459,,
,,Modulo de Vigilancia,,,,,,,,,,,,,,,,,19.385883,-99.0862473,,
,,Estacion de Policia,,,,,,,,,,,,,,,,,19.356976,-99.1064166,,
,,SecretarÌa De Seguridad P˙blica U.P.C.Abasto,,,,,,,,,,,,,,,,,19.3730966,-99.0954175,,
,,PROCURADURIA GENERAL DE JUSTICIA DEL DISTRITO FEDERAL,,,,,,,,,,,,,,,,,19.3959873,-99.0951603,,
,,Estacion De Policia,,,,,,,,,,,,,,,,,19.3762924,-99.0970676,,
,,"EstaciÛn De PolicÌa ""Central De Abasto II""",,,,,,,,,,,,,,,,,19.3744027,-99.0843687,,
,,Estacion De PolicÌa Eje Central,,,,,,,,,,,,,,,,,19.3722773,-99.1493708,,
,,PolicÌa del Distrito Federal,,,,,,,,,,,,,,,,,19.3792598,-99.1259865,,
,,SecretarÌa de Seguridad P˙blica PolicÌa Auxiliar del Distrito Federal Sector 73,,,,,,,,,,,,,,,,,19.383573,-99.135404,,
,,Modulo de Seguridad,,,,,,,,,,,,,,,,,19.3773015,-99.1630898,,
,,Delegacion Policia,,,,,,,,,,,,,,,,,19.3736269,-99.1405966,,
,,Modulo Policia,,,,,,,,,,,,,,,,,19.3709039,-99.1513494,,
,,Base de Policia Coyoac·n,,,,,,,,,,,,,,,,,19.3494425,-99.1616578,,
,,modulo de policia,,,,,,,,,,,,,,,,,19.35821,-99.153622,,
,,Delegacion de Policia Jusgado Civico,,,,,,,,,,,,,,,,,19.373545,-99.1401858,,
,,Modulo de Seguridad y ParticipaciÛn Ciudadana,,,,,,,,,,,,,,,,,19.3645568,-99.1632328,,
,,Policia Auxiliar Sector 74,,,,,,,,,,,,,,,,,19.3709111,-99.1464707,,
,,General Police Headquarters Research,,,,,,,,,,,,,,,,,19.4236167,-99.1491622,,
,,POLICE STATION,,,,,,,,,,,,,,,,,19.4250073,-99.1150947,,
,,CAJA DE PREVENCI”N DE LA POLICÕA PREVENTIVA DEL DISTRITO FEDERAL,,,,,,,,,,,,,,,,,19.4259088,-99.1381243,,
,,Banking and Industrial Police DF Operating building,,,,,,,,,,,,,,,,,19.425756,-99.1430216,,
,,CAPREPA,,,,,,,,,,,,,,,,,19.4213824,-99.1371536,,
,,MÛdulo De PolicÌa,,,,,,,,,,,,,,,,,19.3117615,-99.03674,,
,,"EstaciÛn De PolicÌa ""Nogal""",,,,,,,,,,,,,,,,,19.3419888,-99.0229516,,
,,EstaciÛn de PolicÌa Gran Canal,,,,,,,,,,,,,,,,,19.4670435,-99.0947663,,
,,MÛdulo de Seguridad y ParticipaciÛn Ciudadana,,,,,,,,,,,,,,,,,19.466034,-99.101018,,
,,Ssp del Df,,,,,,,,,,,,,,,,,19.469518,-99.0753997,,
,,MÛdulo de Policia Municipal de NezahualcÛyotl,,,,,,,,,,,,,,,,,19.486883,-99.0640166,,
,,PolicÌa Bancaria e Industrial sector G,,,,,,,,,,,,,,,,,19.4670435,-99.0947663,,
,,Modulo de PolicÌa,,,,,,,,,,,,,,,,,19.4961712,-99.0964017,,
,,SecretarÌa de Seguriada P˙blica del Distrito Federal,,,,,,,,,,,,,,,,,19.4956373,-99.0956997,,
,,Secretaria de Seguridad Publica del Df,,,,,,,,,,,,,,,,,19.4903585,-99.1012642,,
